1.91119833215890970e-010	0.00000000000000000e+000
-9.05388961880066120e-011	0.00000000000000000e+000
-2.38773491414530010e-010	0.00000000000000000e+000
-3.51210980177059990e-011	0.00000000000000000e+000
2.20302722469441450e-010	0.00000000000000000e+000
1.51068035410598820e-010	0.00000000000000000e+000
-1.40814703989100190e-010	0.00000000000000000e+000
-2.25194900198424300e-010	0.00000000000000000e+000
2.23093999898916410e-011	0.00000000000000000e+000
2.36966805467980060e-010	0.00000000000000000e+000
1.02406815851936260e-010	0.00000000000000000e+000
-1.83107225293002100e-010	0.00000000000000000e+000
-1.98799259270258430e-010	0.00000000000000000e+000
7.85095403304406520e-011	0.00000000000000000e+000
2.40163748730280740e-010	0.00000000000000000e+000
4.78795735488350730e-011	0.00000000000000000e+000
-2.15021481393572400e-010	0.00000000000000000e+000
-1.61067550316146270e-010	0.00000000000000000e+000
1.30303061438623980e-010	0.00000000000000000e+000
2.29699998999930880e-010	0.00000000000000000e+000
-9.43886889887746250e-012	0.00000000000000000e+000
-2.34742541969204990e-010	0.00000000000000000e+000
-1.14118284154774660e-010	0.00000000000000000e+000
1.74757492792233030e-010	0.00000000000000000e+000
2.06148305083066620e-010	0.00000000000000000e+000
-6.63132161708632510e-011	0.00000000000000000e+000
-2.41137300462533780e-010	0.00000000000000000e+000
-6.05902447998602130e-011	0.00000000000000000e+000
2.09347866104201260e-010	0.00000000000000000e+000
1.70816862761476230e-010	0.00000000000000000e+000
-1.19527742446677660e-010	0.00000000000000000e+000
-2.33818670971719870e-010	0.00000000000000000e+000
-3.49628424479993130e-012	0.00000000000000000e+000
2.32098125018255850e-010	0.00000000000000000e+000
1.25677724001857130e-010	0.00000000000000000e+000
-1.66065556748389530e-010	0.00000000000000000e+000
-2.13168620961047650e-010	0.00000000000000000e+000
5.39438500765163610e-011	0.00000000000000000e+000
2.41692436396000940e-010	0.00000000000000000e+000
7.32583258512451550e-011	0.00000000000000000e+000
-2.03277236316575770e-010	0.00000000000000000e+000
-1.80318692021652590e-010	0.00000000000000000e+000
1.08482516012804210e-010	0.00000000000000000e+000
2.37550220969876060e-010	0.00000000000000000e+000
1.65020168876897060e-011	0.00000000000000000e+000
-2.29029542207163760e-010	0.00000000000000000e+000
-1.37088980702404990e-010	0.00000000000000000e+000
1.57025198339815600e-010	0.00000000000000000e+000
2.19860685309369250e-010	0.00000000000000000e+000
-4.13948366386401520e-011	0.00000000000000000e+000
-2.41825994853278090e-010	0.00000000000000000e+000
-8.58888121661498500e-011	0.00000000000000000e+000
1.96803609033181720e-010	0.00000000000000000e+000
1.89574840491167000e-010	0.00000000000000000e+000
-9.71602822794932900e-011	0.00000000000000000e+000
-2.40892583225422830e-010	0.00000000000000000e+000
-2.95844449458128750e-011	0.00000000000000000e+000
2.25531324408736730e-010	0.00000000000000000e+000
1.48355301074498540e-010	0.00000000000000000e+000
-1.47629048744687010e-010	0.00000000000000000e+000
-2.26223777962046960e-010	0.00000000000000000e+000
2.86590384410118070e-011	0.00000000000000000e+000
2.41533336693730020e-010	0.00000000000000000e+000
9.84864626998445970e-011	0.00000000000000000e+000
-1.89919642840034810e-010	0.00000000000000000e+000
-1.98586165607401840e-010	0.00000000000000000e+000
8.55530664312951160e-011	0.00000000000000000e+000
2.43842288965793580e-010	0.00000000000000000e+000
4.27498329577194920e-011	0.00000000000000000e+000
-2.21596515310667170e-010	0.00000000000000000e+000
-1.59479307530488940e-010	0.00000000000000000e+000
1.37868570752494290e-010	0.00000000000000000e+000
2.32255945215266560e-010	0.00000000000000000e+000
-1.57287874496020710e-011	0.00000000000000000e+000
-2.40808304288284250e-010	0.00000000000000000e+000
-1.11055780980547460e-010	0.00000000000000000e+000
1.82616604064561930e-010	0.00000000000000000e+000
2.07352544977762180e-010	0.00000000000000000e+000
-7.36520070584977610e-011	0.00000000000000000e+000
-2.46394422010614840e-010	0.00000000000000000e+000
-5.60045838346409570e-011	0.00000000000000000e+000
2.17216634296310790e-010	0.00000000000000000e+000
1.70462968299916620e-010	0.00000000000000000e+000
-1.27734034284587090e-010	0.00000000000000000e+000
-2.37953953708785830e-010	0.00000000000000000e+000
2.59588157698649740e-012	0.00000000000000000e+000
2.39643178315032690e-010	0.00000000000000000e+000
1.23600993483268370e-010	0.00000000000000000e+000
-1.74884331421906100e-010	0.00000000000000000e+000
